Duration,Distance,OriginalPace,HeartRate,Cadence,PowerOriginal,CalculatedPace,CalculatedStrideLength,CalculatedAerobicEfficiencyPace,CalculatedAerobicEfficiencyPower,CalculatedEfficiencyIndex
1,28.55575,236.5,149,85,200,236.5,2.99,0.028,1.345,4.229
1,28.56032,219.2,149,91,224,219.2,3.01,0.031,1.502,4.561
1,28.56498,214.6,149,87,248,214.6,3.21,0.031,1.658,4.66
1,28.56948,222.1,149,86,230,222.1,3.14,0.03,1.541,4.502
1,28.57414,214.7,149,86,259,214.7,3.25,0.031,1.74,4.657
1,28.57937,191.1,149,90,284,191.1,3.49,0.035,1.904,5.234
1,28.58431,202.2,148,86,264,202.2,3.45,0.033,1.78,4.945
1,28.58873,226.4,147,82,251,226.4,3.23,0.03,1.7,4.417
1,28.59341,213.7,148,92,254,213.7,3.05,0.032,1.723,4.68
1,28.59863,191.5,147,86,252,191.5,3.64,0.036,1.715,5.222
1,28.60357,202.4,147,88,255,202.4,3.37,0.034,1.734,4.941
1,28.60832,210.5,147,90,258,210.5,3.17,0.032,1.749,4.75
1,28.61298,214.6,147,84,255,214.6,3.33,0.032,1.732,4.659
1,28.61739,226.7,147,82,225,226.7,3.23,0.03,1.529,4.411
1,28.62159,238.1,147,88,258,238.1,2.86,0.029,1.76,4.2
1,28.62641,207.6,147,89,259,207.6,3.25,0.033,1.766,4.816
1,28.63119,209.3,147,83,239,209.3,3.45,0.033,1.633,4.778
1,28.63606,205.3,147,83,279,205.3,3.52,0.033,1.903,4.87
1,28.6408,211.0,147,87,267,211.0,3.27,0.032,1.812,4.739
1,28.64499,238.4,147,84,219,238.4,3.0,0.029,1.488,4.195
1,28.64982,207.3,148,86,254,207.3,3.37,0.033,1.721,4.824
1,28.65452,212.6,148,91,248,212.6,3.1,0.032,1.68,4.703
1,28.65935,207.0,148,88,263,207.0,3.29,0.033,1.777,4.831
1,28.66392,218.7,148,84,262,218.7,3.27,0.031,1.774,4.572
1,28.66825,231.2,147,79,240,231.2,3.28,0.029,1.631,4.325
1,28.67261,229.2,147,85,207,229.2,3.08,0.03,1.404,4.363
1,28.67725,215.5,147,82,233,215.5,3.4,0.031,1.577,4.641
1,28.68173,223.3,147,83,217,223.3,3.24,0.03,1.47,4.479
1,28.68688,194.3,148,79,263,194.3,3.91,0.035,1.783,5.147
1,28.69163,210.6,148,95,233,210.6,3.0,0.032,1.568,4.748
1,28.69623,217.1,148,83,234,217.1,3.33,0.031,1.583,4.606
1,28.70051,233.9,147,90,230,233.9,2.85,0.029,1.567,4.275
1,28.70552,199.6,147,88,266,199.6,3.42,0.034,1.805,5.01
1,28.71052,199.8,148,90,276,199.8,3.34,0.034,1.869,5.005
1,28.71519,214.2,148,87,242,214.2,3.22,0.032,1.636,4.669
1,28.71975,219.3,148,91,256,219.3,3.01,0.031,1.731,4.56
1,28.72485,196.3,148,82,257,196.3,3.73,0.034,1.736,5.095
1,28.72923,228.4,148,86,249,228.4,3.05,0.03,1.688,4.379
1,28.73409,205.7,147,85,239,205.7,3.43,0.033,1.626,4.862
1,28.73881,211.8,147,84,252,211.8,3.37,0.032,1.709,4.722
1,28.7432,227.8,147,89,249,227.8,2.96,0.03,1.693,4.39
1,28.74841,191.9,146,87,273,191.9,3.59,0.036,1.865,5.212
1,28.75324,207.1,146,84,272,207.1,3.45,0.033,1.856,4.828
1,28.75838,194.4,147,81,297,194.4,3.81,0.035,2.02,5.145
1,28.76266,233.8,146,88,239,233.8,2.92,0.029,1.635,4.278
1,28.76739,211.4,147,84,278,211.4,3.38,0.032,1.891,4.729
1,28.7724,199.7,148,86,262,199.7,3.49,0.034,1.779,5.007
1,28.77754,194.3,148,83,280,194.3,3.72,0.035,1.897,5.147
1,28.78251,201.4,148,89,253,201.4,3.35,0.034,1.714,4.965
1,28.78724,211.5,147,87,254,211.5,3.26,0.032,1.73,4.728
1,28.79254,188.7,147,87,297,188.7,3.65,0.036,2.021,5.299
1,28.79697,225.7,147,80,245,225.7,3.32,0.03,1.671,4.432
1,28.80142,224.7,147,86,216,224.7,3.1,0.03,1.474,4.45
1,28.80584,226.1,146,94,232,226.1,2.82,0.03,1.589,4.423
1,28.81067,207.1,146,90,263,207.1,3.22,0.033,1.801,4.828
1,28.81474,245.9,146,87,236,245.9,2.8,0.028,1.615,4.067
1,28.81968,202.4,146,84,256,202.4,3.53,0.034,1.751,4.94
1,28.82429,216.5,146,87,250,216.5,3.19,0.032,1.706,4.619
1,28.82848,238.8,147,83,249,238.8,3.03,0.029,1.697,4.188
1,28.83313,215.2,146,82,252,215.2,3.4,0.032,1.719,4.646
1,28.83777,215.3,146,85,256,215.3,3.28,0.032,1.748,4.644
1,28.84262,206.1,146,79,250,206.1,3.68,0.033,1.708,4.851
1,28.84703,226.8,146,79,225,226.8,3.35,0.03,1.539,4.409
1,28.85128,235.5,146,83,238,235.5,3.07,0.029,1.632,4.245
1,28.85558,232.6,146,80,206,232.6,3.22,0.03,1.414,4.298
1,28.86042,206.6,147,87,289,206.6,3.34,0.033,1.97,4.841
1,28.86451,244.4,146,81,216,244.4,3.03,0.028,1.478,4.091
1,28.86862,243.5,146,87,222,243.5,2.83,0.028,1.515,4.108
1,28.87362,199.9,147,89,267,199.9,3.37,0.034,1.82,5.002
1,28.87853,203.7,146,91,258,203.7,3.24,0.034,1.764,4.909
1,28.8837,193.3,146,81,266,193.3,3.83,0.035,1.822,5.175
1,28.88864,202.6,146,91,240,202.6,3.25,0.034,1.645,4.935
1,28.89349,206.2,146,86,262,206.2,3.38,0.033,1.797,4.85
1,28.89798,222.3,146,76,255,222.3,3.55,0.031,1.751,4.498
1,28.90286,205.1,146,93,248,205.1,3.15,0.033,1.703,4.876
1,28.90773,205.4,146,75,243,205.4,3.9,0.033,1.67,4.869
1,28.91254,207.8,146,86,243,207.8,3.36,0.033,1.665,4.813
1,28.91716,216.7,146,88,246,216.7,3.15,0.032,1.68,4.615
1,28.92169,220.5,146,86,250,220.5,3.16,0.031,1.712,4.535
1,28.9268,195.7,146,87,259,195.7,3.52,0.035,1.782,5.11
1,28.93098,239.6,146,77,244,239.6,3.25,0.029,1.674,4.174
1,28.93615,193.2,146,86,250,193.2,3.61,0.036,1.712,5.175
1,28.94088,211.5,146,83,242,211.5,3.42,0.032,1.657,4.727
1,28.94552,215.4,145,82,231,215.4,3.4,0.032,1.591,4.642
1,28.9505,200.8,146,86,254,200.8,3.47,0.034,1.747,4.981
1,28.95476,234.9,146,91,249,234.9,2.81,0.029,1.703,4.257
1,28.95964,204.9,147,85,264,204.9,3.44,0.033,1.794,4.879
1,28.96368,247.7,147,84,226,247.7,2.88,0.028,1.54,4.037
1,28.96801,230.8,147,83,253,230.8,3.13,0.03,1.725,4.332
1,28.97244,225.6,147,78,224,225.6,3.41,0.03,1.521,4.432
1,28.97739,202.1,147,84,276,202.1,3.53,0.034,1.878,4.949
1,28.98211,211.6,147,85,257,211.6,3.34,0.032,1.75,4.726
1,28.98695,206.8,147,94,245,206.8,3.09,0.033,1.673,4.835
1,28.99243,182.3,147,80,272,182.3,4.11,0.037,1.857,5.485
1,28.99683,227.4,147,89,242,227.4,2.96,0.03,1.647,4.398
1,29.00152,213.4,147,86,269,213.4,3.27,0.032,1.832,4.686
1,29.00635,206.8,146,97,235,206.8,2.99,0.033,1.609,4.836
1,29.01118,207.1,147,92,255,207.1,3.15,0.033,1.737,4.83
1,29.01598,208.6,147,90,247,208.6,3.2,0.033,1.677,4.794
1,29.02048,222.1,147,87,247,222.1,3.11,0.031,1.677,4.503
1,29.02534,205.9,148,93,260,205.9,3.13,0.033,1.757,4.858
1,29.02988,220.4,148,83,250,220.4,3.28,0.031,1.688,4.537
1,29.03476,204.7,149,92,276,204.7,3.19,0.033,1.853,4.885
1,29.03915,227.9,149,87,214,227.9,3.03,0.029,1.433,4.387
1,29.04328,241.7,149,93,227,241.7,2.67,0.028,1.527,4.137
1,29.04801,211.6,149,89,264,211.6,3.19,0.032,1.774,4.725
1,29.05343,184.4,149,91,275,184.4,3.57,0.036,1.849,5.422
1,29.05843,200.3,149,92,271,200.3,3.26,0.034,1.819,4.994
1,29.06282,227.5,149,89,242,227.5,2.96,0.03,1.631,4.395
1,29.06719,229.0,148,79,240,229.0,3.32,0.029,1.619,4.367
1,29.07161,226.1,149,89,240,226.1,2.98,0.03,1.607,4.423
1,29.07572,243.4,148,80,240,243.4,3.08,0.028,1.615,4.108
1,29.07998,234.7,148,85,236,234.7,3.01,0.029,1.591,4.26
1,29.08483,206.2,148,88,253,206.2,3.31,0.033,1.71,4.85
1,29.0896,209.5,148,81,262,209.5,3.54,0.032,1.771,4.773
1,29.09471,195.7,148,80,237,195.7,3.83,0.035,1.601,5.109
1,29.09935,215.7,148,88,270,215.7,3.16,0.031,1.82,4.636
1,29.10412,209.6,149,89,266,209.6,3.22,0.032,1.78,4.77
1,29.10881,213.0,150,86,259,213.0,3.27,0.031,1.726,4.694
1,29.11326,224.8,150,81,242,224.8,3.29,0.03,1.612,4.447
1,29.11814,204.6,149,86,252,204.6,3.41,0.033,1.683,4.887
1,29.12303,204.8,149,85,280,204.8,3.45,0.033,1.874,4.883
1,29.12789,205.8,149,84,265,205.8,3.47,0.033,1.778,4.86
1,29.13254,215.0,149,87,263,215.0,3.21,0.031,1.764,4.651
1,29.13726,211.9,148,93,254,211.9,3.04,0.032,1.715,4.719
1,29.14224,200.7,149,84,292,200.7,3.56,0.033,1.96,4.983
1,29.14647,236.1,149,79,234,236.1,3.22,0.028,1.576,4.236
1,29.15151,198.6,149,79,236,198.6,3.82,0.034,1.582,5.036
1,29.15632,207.9,149,82,248,207.9,3.52,0.032,1.662,4.81
1,29.16069,228.9,149,90,228,228.9,2.91,0.029,1.532,4.368
1,29.16493,235.8,148,83,251,235.8,3.07,0.029,1.691,4.241
1,29.16953,217.3,148,86,245,217.3,3.21,0.031,1.651,4.601
1,29.17362,244.3,148,84,217,244.3,2.92,0.028,1.466,4.093
1,29.17776,241.8,149,77,232,241.8,3.22,0.028,1.563,4.136
1,29.18249,211.4,148,88,257,211.4,3.23,0.032,1.733,4.731
1,29.187,221.8,148,89,242,221.8,3.04,0.031,1.641,4.508
1,29.19127,234.1,147,87,231,234.1,2.95,0.029,1.574,4.272
1,29.19567,227.2,147,78,234,227.2,3.39,0.03,1.59,4.401
1,29.20082,194.3,147,82,268,194.3,3.77,0.035,1.816,5.148
1,29.20571,204.3,148,84,280,204.3,3.5,0.033,1.895,4.894
1,29.21058,205.5,148,85,277,205.5,3.44,0.033,1.872,4.867
1,29.21541,207.1,149,85,227,207.1,3.41,0.033,1.53,4.829
1,29.22031,204.0,148,85,222,204.0,3.46,0.033,1.499,4.902
1,29.22484,220.8,148,87,256,220.8,3.12,0.031,1.734,4.529
1,29.22929,224.6,148,93,272,224.6,2.87,0.03,1.835,4.453
1,29.23389,217.5,148,89,223,217.5,3.1,0.031,1.503,4.598
1,29.23843,220.6,148,93,259,220.6,2.92,0.031,1.748,4.533
1,29.24315,211.6,149,85,281,211.6,3.34,0.032,1.889,4.726
1,29.24846,188.3,150,84,269,188.3,3.79,0.035,1.793,5.309
1,29.25307,216.8,150,81,238,216.8,3.42,0.031,1.589,4.612
1,29.25768,217.1,150,84,258,217.1,3.29,0.031,1.721,4.605
1,29.26198,232.5,150,86,254,232.5,3.0,0.029,1.698,4.3
1,29.26632,230.5,150,87,217,230.5,2.99,0.029,1.448,4.338
1,29.27098,214.2,149,85,265,214.2,3.3,0.031,1.772,4.668
1,29.27556,218.4,150,88,223,218.4,3.12,0.031,1.49,4.578
1,29.28006,222.2,149,84,250,222.2,3.21,0.03,1.674,4.501
1,29.28443,229.2,149,89,219,229.2,2.94,0.029,1.47,4.364
1,29.2891,214.0,149,90,256,214.0,3.11,0.031,1.718,4.672
1,29.29397,205.2,149,88,234,205.2,3.32,0.033,1.564,4.873
1,29.29914,193.7,149,86,277,193.7,3.6,0.035,1.853,5.164
1,29.30381,213.9,150,87,234,213.9,3.22,0.031,1.565,4.675
1,29.30853,212.0,150,85,261,212.0,3.33,0.031,1.745,4.716
1,29.31251,251.4,150,93,208,251.4,2.57,0.027,1.385,3.978
1,29.31715,215.5,150,87,229,215.5,3.2,0.031,1.525,4.64
1,29.32181,214.4,150,90,265,214.4,3.11,0.031,1.765,4.665
1,29.32645,215.5,150,87,241,215.5,3.2,0.031,1.604,4.64
1,29.33127,207.6,151,92,263,207.6,3.14,0.032,1.745,4.818
1,29.33609,207.3,151,90,282,207.3,3.22,0.032,1.866,4.824
1,29.34068,218.2,151,82,274,218.2,3.35,0.03,1.809,4.584
1,29.34535,214.0,151,81,234,214.0,3.46,0.031,1.554,4.674
1,29.34968,231.2,151,82,258,231.2,3.16,0.029,1.705,4.325
1,29.35415,223.4,151,89,241,223.4,3.02,0.03,1.591,4.475
1,29.35901,205.9,151,84,262,205.9,3.47,0.032,1.735,4.857
1,29.36355,220.2,152,83,268,220.2,3.28,0.03,1.767,4.541
1,29.36819,215.6,152,94,247,215.6,2.96,0.031,1.628,4.638
1,29.37278,217.8,151,84,241,217.8,3.28,0.03,1.591,4.591
1,29.37728,221.9,151,84,269,221.9,3.22,0.03,1.777,4.506
1,29.38185,218.9,151,85,268,218.9,3.23,0.03,1.773,4.569
1,29.38577,255.6,152,83,228,255.6,2.83,0.026,1.505,3.913
1,29.39078,199.4,152,79,259,199.4,3.81,0.033,1.71,5.015
1,29.39528,222.3,152,88,268,222.3,3.07,0.03,1.766,4.499
1,29.40038,196.2,152,84,255,196.2,3.64,0.034,1.683,5.097
1,29.40499,216.9,151,86,239,216.9,3.22,0.03,1.576,4.611
1,29.40971,211.9,151,89,287,211.9,3.18,0.031,1.895,4.72
1,29.41472,199.6,152,85,267,199.6,3.54,0.033,1.754,5.011
1,29.41924,221.1,152,84,231,221.1,3.23,0.03,1.522,4.522
1,29.4241,205.8,152,84,254,205.8,3.47,0.032,1.668,4.858
1,29.42887,209.7,152,78,260,209.7,3.67,0.031,1.709,4.769
1,29.43357,212.5,152,81,244,212.5,3.49,0.031,1.609,4.706
1,29.43856,200.6,152,79,285,200.6,3.79,0.033,1.877,4.986
1,29.44338,207.6,151,85,244,207.6,3.4,0.032,1.611,4.817
1,29.44795,218.7,152,85,246,218.7,3.23,0.03,1.626,4.572
1,29.4528,206.0,152,90,277,206.0,3.24,0.032,1.825,4.854
1,29.45768,205.1,151,88,267,205.1,3.32,0.032,1.763,4.875
1,29.46297,189.1,152,84,269,189.1,3.78,0.035,1.775,5.288
1,29.46788,203.6,152,77,257,203.6,3.83,0.032,1.694,4.911
1,29.47255,214.1,152,78,271,214.1,3.59,0.031,1.781,4.67
1,29.4772,215.0,152,81,239,215.0,3.44,0.031,1.566,4.65
1,29.48169,222.7,153,87,252,222.7,3.1,0.029,1.649,4.49
1,29.48669,199.9,152,74,243,199.9,4.06,0.033,1.595,5.003
1,29.49164,202.1,153,91,281,202.1,3.26,0.032,1.841,4.947
1,29.49662,200.7,153,86,265,200.7,3.48,0.033,1.733,4.984
1,29.5009,233.5,153,85,225,233.5,3.02,0.028,1.471,4.282
1,29.50556,214.9,153,91,254,214.9,3.07,0.03,1.661,4.654
1,29.51102,182.9,152,91,308,182.9,3.6,0.036,2.021,5.467
1,29.51533,232.3,152,84,250,232.3,3.07,0.028,1.648,4.305
1,29.52032,200.5,152,96,243,200.5,3.12,0.033,1.596,4.987
1,29.52469,228.5,152,85,246,228.5,3.09,0.029,1.619,4.377
1,29.52961,203.1,151,80,256,203.1,3.69,0.033,1.692,4.922
1,29.53487,190.2,150,93,282,190.2,3.39,0.035,1.876,5.258
1,29.53982,202.0,151,94,251,202.0,3.16,0.033,1.669,4.951
1,29.5448,200.8,150,85,266,200.8,3.51,0.033,1.773,4.979
1,29.54973,203.0,151,81,267,203.0,3.65,0.033,1.773,4.925
1,29.55436,215.9,151,96,271,215.9,2.89,0.031,1.796,4.632
1,29.559,215.5,151,90,257,215.5,3.09,0.031,1.7,4.64
1,29.56369,213.3,151,88,253,213.3,3.2,0.031,1.675,4.689
1,29.5682,221.8,151,92,224,221.8,2.94,0.03,1.484,4.508
1,29.57265,224.7,150,90,244,224.7,2.97,0.03,1.62,4.451
1,29.5777,198.1,151,87,282,198.1,3.48,0.033,1.866,5.048
1,29.58262,203.1,151,94,266,203.1,3.14,0.033,1.766,4.924
1,29.58709,223.7,151,88,261,223.7,3.05,0.03,1.726,4.471
1,29.59179,212.8,150,86,243,212.8,3.28,0.031,1.622,4.7
1,29.59638,218.0,150,84,255,218.0,3.28,0.031,1.702,4.587
1,29.60124,205.8,150,76,274,205.8,3.84,0.032,1.822,4.86
1,29.60571,223.4,150,90,247,223.4,2.98,0.03,1.647,4.476
1,29.6105,208.7,151,85,270,208.7,3.38,0.032,1.792,4.791
1,29.61554,198.5,152,84,254,198.5,3.6,0.033,1.672,5.038
1,29.62016,216.6,152,90,257,216.6,3.08,0.03,1.696,4.616
1,29.62531,193.9,152,83,276,193.9,3.73,0.034,1.818,5.157
1,29.6299,218.0,151,92,269,218.0,2.99,0.03,1.777,4.586
1,29.63449,218.0,151,85,266,218.0,3.24,0.03,1.763,4.587
1,29.63912,215.9,151,87,235,215.9,3.19,0.031,1.563,4.633
1,29.64362,222.3,151,82,258,222.3,3.29,0.03,1.712,4.498
1,29.64817,219.7,150,87,258,219.7,3.14,0.03,1.714,4.552
1,29.65268,221.8,150,80,255,221.8,3.38,0.03,1.705,4.509
1,29.65739,212.3,149,88,234,212.3,3.21,0.032,1.577,4.71
1,29.6623,203.7,149,86,274,203.7,3.43,0.033,1.844,4.91
1,29.6669,217.4,148,91,247,217.4,3.03,0.031,1.667,4.599
1,29.67158,213.6,148,89,258,213.6,3.16,0.032,1.743,4.681
1,29.67592,230.5,148,86,250,230.5,3.03,0.029,1.691,4.339
1,29.68081,204.3,147,84,284,204.3,3.5,0.033,1.925,4.894
1,29.68562,207.9,147,92,275,207.9,3.14,0.033,1.863,4.81
1,29.69024,216.8,147,83,233,216.8,3.34,0.031,1.583,4.614
1,29.69441,239.5,147,80,250,239.5,3.13,0.028,1.707,4.176
1,29.69933,203.2,147,90,306,203.2,3.28,0.034,2.09,4.922
1,29.70478,183.6,146,95,281,183.6,3.44,0.037,1.918,5.447
1,29.70889,243.3,147,93,238,243.3,2.65,0.028,1.625,4.11
1,29.71308,238.7,146,82,232,238.7,3.07,0.029,1.589,4.189
1,29.71775,214.3,145,89,253,214.3,3.15,0.032,1.737,4.667
1,29.72249,210.7,146,88,266,210.7,3.24,0.033,1.825,4.747
1,29.72712,216.4,146,87,244,216.4,3.19,0.032,1.667,4.622
1,29.7318,213.4,146,83,248,213.4,3.39,0.032,1.693,4.686
1,29.73649,213.4,147,81,254,213.4,3.47,0.032,1.731,4.685
1,29.74116,214.1,147,81,271,214.1,3.46,0.032,1.848,4.671
1,29.74643,189.5,147,84,282,189.5,3.77,0.036,1.917,5.278
1,29.75137,202.8,147,86,287,202.8,3.44,0.034,1.956,4.932
1,29.75615,208.8,147,87,268,208.8,3.3,0.033,1.831,4.789
1,29.76123,197.2,147,87,298,197.2,3.5,0.035,2.03,5.072
1,29.76608,206.0,147,88,267,206.0,3.31,0.033,1.823,4.854
1,29.77058,222.0,146,79,243,222.0,3.42,0.031,1.669,4.504
1,29.77539,208.1,146,91,275,208.1,3.17,0.033,1.889,4.806
1,29.77995,219.2,145,82,240,219.2,3.34,0.031,1.653,4.562
1,29.78495,200.3,145,86,258,200.3,3.48,0.034,1.779,4.993
1,29.78972,209.3,145,87,293,209.3,3.29,0.033,2.019,4.777
1,29.79467,202.3,145,87,259,202.3,3.41,0.034,1.785,4.943
1,29.7992,220.4,145,85,237,220.4,3.2,0.031,1.638,4.537
1,29.80461,184.8,145,90,284,184.8,3.61,0.037,1.964,5.41
1,29.80886,235.7,145,87,244,235.7,2.93,0.029,1.683,4.243
1,29.81362,209.9,145,84,270,209.9,3.4,0.033,1.854,4.765
1,29.81778,240.5,146,89,228,240.5,2.8,0.029,1.562,4.157
1,29.82233,219.8,146,91,244,219.8,3.0,0.031,1.675,4.55
1,29.82699,214.4,146,92,262,214.4,3.04,0.032,1.797,4.663
1,29.83143,225.2,146,91,257,225.2,2.93,0.03,1.755,4.441
1,29.83587,225.3,146,88,224,225.3,3.03,0.03,1.533,4.438
1,29.84014,234.1,147,82,248,234.1,3.13,0.029,1.689,4.272
1,29.84503,204.7,147,94,280,204.7,3.12,0.033,1.906,4.885
1,29.85022,192.5,147,90,252,192.5,3.46,0.035,1.715,5.195
1,29.85535,194.9,148,85,275,194.9,3.62,0.035,1.861,5.132
1,29.85998,216.4,147,81,271,216.4,3.42,0.031,1.835,4.622
1,29.86484,205.4,147,89,250,205.4,3.28,0.033,1.696,4.868
1,29.86968,206.8,148,82,291,206.8,3.54,0.033,1.969,4.836
1,29.87418,222.4,148,89,255,222.4,3.03,0.03,1.723,4.497
1,29.87867,222.8,148,81,239,222.8,3.33,0.03,1.619,4.489
1,29.88349,207.4,148,85,267,207.4,3.4,0.033,1.806,4.822
1,29.88853,198.2,148,87,236,198.2,3.48,0.034,1.597,5.045
1,29.89356,198.8,147,91,284,198.8,3.32,0.034,1.926,5.03
1,29.89846,204.0,148,85,263,204.0,3.46,0.033,1.773,4.901
1,29.90301,220.1,148,79,273,220.1,3.45,0.031,1.845,4.544
1,29.90792,203.6,149,89,264,203.6,3.31,0.033,1.778,4.912
1,29.91287,202.0,148,87,265,202.0,3.41,0.033,1.791,4.952
1,29.91755,213.7,149,85,268,213.7,3.3,0.031,1.799,4.68
1,29.92215,217.4,148,89,247,217.4,3.1,0.031,1.67,4.6
1,29.92684,213.2,148,89,255,213.2,3.16,0.032,1.73,4.69
1,29.93226,184.6,148,89,287,184.6,3.65,0.037,1.946,5.418
1,29.93654,233.7,147,92,254,233.7,2.79,0.029,1.719,4.28
1,29.94135,207.7,147,83,255,207.7,3.48,0.033,1.729,4.815
1,29.94605,213.0,147,82,249,213.0,3.44,0.032,1.691,4.696
1,29.95088,207.0,148,88,297,207.0,3.29,0.033,2.013,4.83
1,29.95601,194.9,148,89,275,194.9,3.46,0.035,1.861,5.13
1,29.96079,209.1,148,91,256,209.1,3.15,0.032,1.732,4.783
1,29.96569,204.1,148,89,263,204.1,3.3,0.033,1.777,4.9
1,29.97022,221.0,148,90,234,221.0,3.02,0.031,1.583,4.524
1,29.97518,201.5,148,90,256,201.5,3.31,0.033,1.722,4.962
1,29.97961,225.6,149,86,256,225.6,3.09,0.03,1.72,4.433
1,29.98463,199.3,149,86,263,199.3,3.5,0.034,1.771,5.019
1,29.98947,206.7,149,87,258,206.7,3.34,0.033,1.733,4.838
1,29.99429,207.2,149,82,265,207.2,3.53,0.032,1.779,4.826
1,29.99885,219.5,148,81,258,219.5,3.37,0.031,1.736,4.556
1,30.00358,211.2,148,87,248,211.2,3.26,0.032,1.672,4.734
1,30.00805,223.7,148,82,237,223.7,3.27,0.03,1.605,4.47
1,30.01299,202.7,148,83,260,202.7,3.57,0.033,1.754,4.933
1,30.0176,216.8,148,88,233,216.8,3.14,0.031,1.572,4.612
1,30.02232,211.6,149,89,290,211.6,3.19,0.032,1.943,4.725
1,30.02767,186.9,150,93,328,186.9,3.45,0.036,2.188,5.35
1,30.03227,217.6,150,89,258,217.6,3.1,0.031,1.72,4.596
1,30.03721,202.4,149,91,273,202.4,3.26,0.033,1.824,4.942
1,30.04253,188.1,150,89,283,188.1,3.58,0.035,1.879,5.317
1,30.04759,197.5,150,88,284,197.5,3.45,0.034,1.89,5.062
1,30.05207,223.5,150,91,252,223.5,2.95,0.03,1.677,4.475
1,30.05735,189.3,150,88,257,189.3,3.6,0.035,1.713,5.282
1,30.0618,224.4,150,87,256,224.4,3.07,0.03,1.715,4.456
1,30.06629,222.9,149,87,264,222.9,3.09,0.03,1.772,4.486
1,30.07079,222.0,149,91,255,222.0,2.97,0.03,1.714,4.504
1,30.07573,202.7,149,88,270,202.7,3.36,0.033,1.812,4.934
1,30.08096,191.2,150,91,271,191.2,3.45,0.035,1.811,5.231
1,30.08563,213.9,149,93,241,213.9,3.02,0.031,1.616,4.675
1,30.09016,221.1,149,88,241,221.1,3.08,0.03,1.618,4.522
1,30.09504,204.9,148,87,271,204.9,3.37,0.033,1.826,4.881
1,30.09936,231.2,148,84,247,231.2,3.09,0.029,1.668,4.325
1,30.10381,224.7,148,82,249,224.7,3.26,0.03,1.678,4.45
1,30.10853,212.1,149,89,229,212.1,3.18,0.032,1.541,4.715
1,30.11366,194.9,149,86,266,194.9,3.58,0.034,1.789,5.13
1,30.11849,207.0,148,79,260,207.0,3.67,0.033,1.757,4.832
1,30.12284,230.0,148,89,243,230.0,2.93,0.029,1.638,4.347
1,30.12716,231.4,148,83,255,231.4,3.12,0.029,1.719,4.322
1,30.13164,223.1,147,85,240,223.1,3.16,0.03,1.63,4.482
1,30.13612,223.2,147,91,250,223.2,2.95,0.031,1.706,4.481
1,30.14165,180.8,147,80,306,180.8,4.15,0.038,2.077,5.531
1,30.14654,204.6,147,85,247,204.6,3.45,0.033,1.682,4.887
1,30.15161,197.2,147,84,269,197.2,3.62,0.034,1.83,5.071
1,30.15601,227.2,148,87,242,227.2,3.04,0.03,1.642,4.401
1,30.16118,193.6,148,90,298,193.6,3.44,0.035,2.014,5.165
1,30.16535,239.5,148,92,239,239.5,2.72,0.028,1.617,4.176
1,30.16997,216.5,149,93,270,216.5,2.98,0.031,1.817,4.619
1,30.17492,201.9,149,88,250,201.9,3.38,0.033,1.682,4.954
1,30.17956,215.9,149,76,256,215.9,3.66,0.031,1.72,4.632
1,30.18473,193.3,149,83,277,193.3,3.74,0.035,1.853,5.172
1,30.18908,229.6,150,85,234,229.6,3.07,0.029,1.564,4.355
1,30.19407,200.6,150,95,255,200.6,3.15,0.033,1.697,4.985
1,30.19867,217.5,150,78,239,217.5,3.54,0.031,1.601,4.597
1,30.20327,217.1,150,84,257,217.1,3.29,0.031,1.716,4.606
1,30.20752,235.1,150,83,234,235.1,3.07,0.028,1.558,4.253
1,30.21225,211.5,150,89,277,211.5,3.19,0.032,1.854,4.728
1,30.21748,191.3,149,89,258,191.3,3.52,0.035,1.733,5.227
1,30.22211,215.9,149,86,237,215.9,3.23,0.031,1.59,4.631
1,30.22657,224.3,149,86,239,224.3,3.11,0.03,1.605,4.459
1,30.23143,205.7,148,89,263,205.7,3.28,0.033,1.773,4.862
1,30.23688,183.5,148,96,280,183.5,3.41,0.037,1.886,5.448
1,30.24054,273.0,148,81,190,273.0,2.71,0.025,1.284,3.663
1,30.24459,247.4,148,81,186,247.4,2.99,0.027,1.257,4.042
1,30.24794,297.7,147,75,161,297.7,2.69,0.023,1.098,3.36
1,30.25139,290.0,147,91,179,290.0,2.27,0.023,1.216,3.449
1,30.2557,232.3,146,85,205,232.3,3.04,0.029,1.401,4.304
1,30.25984,241.5,147,89,215,241.5,2.79,0.028,1.457,4.14
1,30.26325,293.2,147,86,161,293.2,2.38,0.023,1.098,3.411
1,30.26742,239.7,147,80,203,239.7,3.13,0.028,1.383,4.171
1,30.27134,255.0,146,85,173,255.0,2.77,0.027,1.183,3.922
1,30.27547,242.3,146,88,182,242.3,2.81,0.028,1.249,4.127
1,30.27895,287.4,146,81,174,287.4,2.58,0.024,1.193,3.48
1,30.28311,240.1,146,83,200,240.1,3.01,0.029,1.371,4.166
1,30.28737,234.9,146,83,216,234.9,3.08,0.029,1.479,4.257
1,30.29093,280.9,146,84,176,280.9,2.54,0.024,1.202,3.56
1,30.29493,250.1,145,80,180,250.1,3.0,0.028,1.241,3.998
1,30.29889,252.6,145,84,191,252.6,2.83,0.027,1.312,3.958
1,30.30323,230.2,145,84,221,230.2,3.1,0.03,1.526,4.344
